Indonesia,Javanese,Alphabet
garuk,"digaruk: 1 digraut, dicakar, dikukur; 2 digaru, dikêrok tmr. jaran, dibabah tmr. omah lsp.",g
garut,"digarut: digarit, dicorèk.",g
gas,gas.,g
gasai,digasai: dipususi.,g
gasak,"digasak: 1 digosok sêru, diangsab; 2 disrêmpêng têmênan ênggone nandangi lsp; 3 digêbugi, dipilara, dilabrag.",g
gasal,ganjil.,g
gasang,karêm sacumbana.,g
gasing,gangsingan.,g
gasir,gangsir.,g
gatal,"1 gatêl; 2 (ut. gatal-gatal) kumudu-kudu, kêpengin bangêt, kêpengin sacumbana; daun gatal: latêng.",g
gaul,"bergaul: awor, carub, srawung; pergaulan: pasrawungan.",g
gaulana,"sêdhih; kc. gelana, gulana.",g
gaung,kumandhang.,g
gawai,"pegawai: 1 punggawa; 2 prabot, piranti.",g
gawairasa,wêlas.,g
gawar-gawar,gawar.,g
gaya,"i kakuwatan, karosan; tiada bergaya: tanpa kakuwatan, apês pêpês. ii pacak, ut. cengkok tmr. pratingkah, gunêman lsp; bergaya-gaya: solahe lsp. digawe-gawe.",g
gayal,"kiyal, alot.",g
gayam,gayam.,g
gayang,"sênggoyoran, krasa yêr-yêran (karipan lsp.).",g
gayang-gayang,bngs. paga.,g
gayat,"singunên, awang-awangên.",g
gayau,gêdhang bêcici (sêpêt).,g
gayuh,"bergayuh: gumandhul cêndhèk tmr. wowohan.
--- 57 ---",g
gayung,i siwur. ii bngs. pênthung kanggo gêgaman; digayung: ditamani gêgaman (uga ana kang sarana guna dhêsthi).,g
gayut,bergayut: gumantung gandhul-gandhul; digayutkan: digandhul-gandhulake.,g
gebang,gêbang.,g
gebar,"lurub, tilam (lèmèk kasur), kêmul.",g
gebar-gandan,lurub sutra putih pinggirane ijo.,g
gebeng,enthong-enthonganing wêlah.,g
gedabah,cêplok êmas rêrêngganing gêlungan.,g
gedabir,"gèmblèh-gèmblèh, kêndho nglèmbrèh tmr. layar, gombèl lsp.",g
gedang,gêdhe.,g
gedebuk,"gêdêbug, brug.",g
gedebung,"suwekan lakên lsp. dianggo wadhah kinang, bako lsp.",g
gedembai,i ar. wit. ii kc. kelembai.,g
gedeng,gêdhêng.,g
gedombak,bngs. kêtipung.,g
gedubang,"gobang, pêdhang acèh.",g
gedung,omah gêdhong.,g
gegabah,"sêmbrana, weya, lena.",g
gegadan,pantês tmr. pratingkah lsp.,g
gegai,"ora kukuh, ora bakuh tmr. omah lsp.",g
"gegak-gempita, gegap-gempita","umyung, rame bangêt.",g
gegala,"gala, jabung; kc. gala.",g
gegar,"gêtêr, orêg, kêdhêr.",g
gegas,"bergegas-gegas: kêsusu, rêrikatan.",g
gegat,wrêngêt.,g
geger,"gumêdêr, rame, gègèr.",g
geginjal,ginjêl.,g
gela,"rênggang mênga tmr. adon-adon kayu lsp, borot tmr. prau.",g
gelabah,"sêdhih, prihatin.",g
gelabir,"gèmblèh-gèmblèh, kêndho nglèmbrèh tmr. layar lsp.",g
gelabur,"menggelabur: nggêbyur, ambyur ing banyu.",g
geladak,"1 gladhag, jrambahing prau; 2 blabag plangitan (lotèng).",g
geladir,"1 bantêr tmr. prau, ar. prau kang bantêr; 2 lowahan (bolongan) ing lambunging prau dianggo ngunggahake momotan.",g
gelagat,glagat; tandha.,g
gelak (-gelak),gumuyu latah-latah.,g
gelakak,gumuyu cêkakakan.,g
gelalar,"ut. menggelalar: bangga kroncalan, mbêrod-mbêrod, gulung koming arêp mbêrod.",g
"gelam (-beti, -hijau, -tikus)",ar. têtuwuhan.,g
gelama,ar. iwak sagara.,g
gelambir,glambir (ing gulu sapi).,g
gelana,sêdhih; kc. gulana.,g
gelandang,"bergelandangan: gluyuran, urakan, umbar-umbaran.",g
gelang,"i gêlang (tangan ut. sikil); gelang-gelang: gêlangan, kolongan; cacing gelang-gelang: cacing usus; pergelangan tangan: ugêl-ugêl; pergelangan kaki: sadhuwuring kêmiri (kang dianggoni gêlang sikil). ii (-merah, -putih): bayêm.",g
gelang-kana,gêlang kana (gêlang pangantèn).,g
gelang-muka,bngs. kêlat-bau.,g
gelanggang,"1 glanggang, kalangan kang dianggo adu-adu; 2 (-perang) papêrangan.",g
gelangsar,"kêpletre, kêplèsèd.",g
gelantang,"(guling gelantang) gulungan, gulung koming.",g
gelantung,pating grandhul.,g
gelap,"pêtêng, uga dianggo entar; digelapkan: 1 dipêtêngi; 2 dislingkuhake tmr. dhuwit lsp; kegelapan: kêpêtêngan (kêsaput ing pêtêng); penggelapan: prakara slingkuh.",g
"gelap-gulita, gelap-katup",pêtêng ndhêdhêt.,g
gelar,"ut. gelaran: sêsêbutan, paraban; digêlar(i): diwènèhi sêsêbutan, diparabi.",g
gelas,"i gêlas, gêlasan. ii sangu, tandhon pangan.",g
gelasar,"kêpletre, kêplèsèd.",g
gelatak,"crèwèt, criwis, sugih omong.",g
gelatuk,"menggelatuk: nrèthèk, ndhrodhog kadhêmên lsp.",g
"gelebak, gelebap","swara bog, tlêbug, tlêpok.",g
gelebar,i bubar pating blesar. ii menggelebar: klèbèt-klèbèt nglèmbrèh tmr. gêndera lsp.,g
geleber,"menggeleber: gèmblèh-gèmblèh,
--- 58 ---",g
gelebuk,"swara gêdêbug, tlêbug.",g
geleca,bngs. kasur tipis.,g
geledah,digeledah: digledhah.,g
geledang,menggeledang: ngêcêcêng kaku tmr. tangan.,g
geledek,blêdhèg.,g
geleding,menggeleding: ngulêt tmr. kayu.,g
"geleduh, geledur",mblotrong nglèmbêrèh tmr. wêtêng.,g
gelegah,bngs. gong ut. bèri.,g
gelegak,menggelegak: mumpal-mumpal tmr. wedang umob lsp.,g
gelegar,"i glogor (balok sanggan jrambah, krêtêg lsp). ii orêg bangêt; kc. gegar.",g
gelegata,pating pruntus ut. njêruk purut tmr. kulit kadhêmên.,g
gelegut,"menggelegut: nrèthèk, ndhrodhog.",g
gelek,"menggelek: ngglindhing, ngglundhung; digelek: 1 digilês, ditlindhês; 2 dipusus tmr. tangan.",g
gelekak,"nglothok, thèthèl (mari krakêt).",g
geleman,"(geli geleman) mêngkirig marga gila, gigu lsp.",g
gelemat,payon ing ngarêp lan ing buri tmr. prau.,g
gelembung,"plêmbungan, impês; menggelembung: mlêmbung, mlêmpung, mbêdhodhog.",g
gelembung-gelembing,pating plêmbung (plêmpung).,g
gelembur,menggelembur: njêkêthut tmr. kulit lsp.,g
gelempang,"bergelempang, menggelempang: nggloso.",g
gelenang,kênong.,g
gelendong,"1 ikalan, likasan; 2 gilingan kanggo nggilês.",g
geleng,"(ut. bergeleng): gèdhèg, gela-gelo.",g
gelenyar,menggelenyar: pating krabang (up. sikil ngambah wêdhi panas).,g
gelepar,"menggelepar: klabakan, klêpêkan, kroncalan kêkêbêt; menggeleparkan sayap: ngêbêt-ngêbêtake swiwi (kêkablak).",g
gelepek,ut. tergelepek: nglèmbrèh ngêndhêlong tmr. layar.,g
gelepung,mak jêgur (blung).,g
gelepur,mak blêbêr.,g
geleta,bngs. jun.,g
geletar,"menggeletar: ndhrodhog, wèl-wèlan.",g
"geletek, geletik","tab-taban, dhêg-dhêgan; digeletek, digelitik: diithik-ithik: menggeletek-geletek: krugat-krugêt; mênculat-mênculat.",g
geletik,i menggeletik: 1 klêpêkan tmr. iwak; 2 krèbèt-krèbèt tmr. gêndera. ii klèbèt-klèbèt.,g
geletis,"menggeletis: jêngkêrutan, kogèl-kogèl.",g
geletuk,"menggeletuk: nrèthèk, nruthuk, nywara thèk-thèk.",g
geli,"1 gigu, jijik; 2 kêri, gêli kumudu ngguyu; digeli: diithik-ithik; penggeli hati: kang marahi grêgêtên (ngguyu); kegelian: gigunên.",g
"geli-geleman, geli-geman","mêngkirig marga gigu, jiji lsp.",g
geli-geli,ginjêl.,g
geliang,menggeliang: kogèl-kogèl ngruwêl (up. ula digêbug).,g
geliang-geliut,"kogèl-kogèl, kruwal-kruwêl (ula lsp).",g
geliat,"menggeliat: muntir, ngulêt; digeliat: diuntir, dipuntir; tergeliat; kêpuntir, kêsliyo, kêcêthit.",g
gelicik,"tergelicik: kêpletre, kêplèsèd.",g
geliga,kc. guliga.,g
geligin,1 kayu gilig gapit suri panênunan; 2 kayu gilig dianggo mbêndhèng kêlir.,g
geligit,"digeligit: dikrokoti, dicakoti, digêgêt-gêgêt.",g
gelimang,"gubras, kuthah.",g
gelimbir,"koplo-koplo, klungsur tmr. pipi.",g
gelimpang,nggloso; kc. gelempang.,g
gelincat,"tergelincat: kontal, kentas.",g
gelincir,"1 mlèsèd, mletre; 2 lingsir tmr. srêngenge; tergelincir: kêplèsèd, kêpletre.",g
gelincuh,"tergelincuh: kêtêkuk, kêsliyo.",g
gelinggam,gluga (dianggo cèt abang).,g
gelinggang,wit kêtèpèng.,g
gelingsir,"1 mlorod, mlèsèd; 2 gumingsir, lingsir tmr. srêngenge; kc. gingsir.",g
gelintar,lunga mrana-mrana.,g
gelintir,glintir.,g
gelipar,"mlèsèd tmr. gêgaman kang ditamakake.
--- 59 ---",g
gelisah,"menggelisah, bergelisah: 1 klesedan, klisikan; 2 ora jênjêm, tansah mêlang-mêlang.",g
gelisik,"petan; digelisik: dipetani, didhidhis.",g
gelitik,"tab-taban, dhêg-dhêgan; digelitik: diithik-ithik.",g
gelodar,bergelodar: kroncalan nêdya uwal.,g
gelogok,grusa-grusu; bêgigah-bêgigih; sarwa kêsusu.,g
gelohok,tergelohok: ngoblak-oblak (mênga amba).,g
gelojoh,"kêthaa, drêmba, srakah.",g
gelokak,nglokop tmr. klika lsp.,g
gelombang,alun gêdhe.,g
geloneng,bonang.,g
gelongsong,"1 kuliting wiji; 2 klobot, clumpring; kyt. kêlongsong.",g
gelongsor,mlorod (wit rubuh lsp); kc. gêlosor.,g
gelopak,"nglèthèk, nglothok.",g
gelora,"1 alun gêdhe, mawalikan tmr. sagara (marga lindhu sagara, prahara lsp); 2 ent. orêging ati, orêging ngaurip; bergelora: mawa ombak, mawalikan tmr. sagara uga ent. tmr. ati ut. pangrasa.",g
gelorat,"kêbutuh, dêrêng dening prêlu; kc. darurat.",g
gelosok,digelosok: dikosoki (digosok) sêru.,g
gelosor,"mlorod, longsor.",g
gelotak,digelotak: dioncèki cangkoke tmr. kêmiri lsp.,g
gelugur,1 ar. pêlêm alasan; 2 ar. ukir-ukiran.,g
gelugut,"menggelugut: ndhrodhog, wèl-wèlan.",g
geluh,lêmpung.,g
geluk,bngs. bathok pangombèn; siwur; timba bêruk.,g
gelulur,1 mlotrok tmr. kathok lsp; 2 têrus bisa mlêbu ing bolongan.,g
gelumang,"gubras, gluput, gupak rêrêgêd; bergelumang: gulungan ing êndhut lsp.",g
gelumat,payon ing prau; kc. gelemat.,g
gelumur,"menggelumur: rêgêd, cêmêt;[3] kc. lumur.",g
gelung,lêkêran ut. têkukan pênjalin kang diêdol; lêkêran ula lsp; digelung: dilêkêri tmr. pênjalin.,g
gelup,(ut. menggelup) coplok tmr. untu.,g
gelupas,"digelupas: dioncèki, diklocopi; kc. kupas.",g
gelut,menggelut: ngrungkêt nyikêp.,g
gema,kumandhang; bergema: ngumandhang.,g
gemal,"untingan, gèdhèngan pari lsp; bergemal-gemal: gêgedhengan, tmr. pari lsp.",g
gemala,kc. kemala.,g
geman,mêngkirig gigu bangêt.,g
gemandasuli,putih rèntèt tmr. untu.,g
gemang,i ar. iwak loh. ii gêdhe mbêmbêng tmr. cagak lsp.,g
gemap,tergemap: njêngêr.,g
gemar,"sênêng, dhêmên, karêm; bergemar: sênêng-sênêng; digemari: disênêngi, dikarêmi; kegemaran: kasênêngan, pakarêman.",g
gemaung,gumrênggêng.,g
gembak,"jambul, kuncung, gombak; kc. gombak.",g
gembala,"1 pangon; 2 wong kang ngopèni kewan, wong kang nglakokake grobag lsp; digembalakan: 1 diêngon; 2 dipiyara tmr. kewan; 3 dilakokake tmr. grobag lsp.",g
gembeleng,digembeleng: digêmblèng; kc. tempa.,g
gembes,dompèt.,g
gembira,"mantêp, mêmpêng, gêdhe atine, mongkog; digembirakan: digêdhèkake atine.",g
gembol,1 gembol (pokoling wit); 2 pênjotoning pipi.,g
gembung,"kêmbung, mlêmbung, mbêdhudhug; bantal gembung: gêmbuk; bergembung dada: mongkog bangêt.",g
gembur,"1 mbludhuk, mawug tmr. lêmah; 2 êmpuk, gêmbur-gêmbur; digembur: diadhuk tmr. lêmah.",g
gembut,sêndut-sêndut tmr. êmbun-êmbunan lsp.,g
"gemeletak, gemeletuk","nywara thèk-thèk (untu nrèthèk), pating rêkètèk.",g
gementam,"gumlêgêr, gumludhug, gumêbrug.",g
gementar,"ndhrêdhêg, gêtêr, orêg.
--- 60 ---",g
gemercak,"pating gropyak (grêpyêk, krubyuk).",g
gemercik,"pating krêtêk, pating krêsêk.",g
"gemerencang, gemerencing, gemerencung","kumrincing, kumrumpyung, kêmêncrang.",g
gemerencik,"krisik-krisik, kricik-kricik.",g
gemerlap,"gilap, mêncèrèt, kêlap-kêlap.",g
gemersik,"krêsêk-krêsêk, kumrisik.",g
gemertak,pating glodhag.,g
gemertap,kumrosak (tibaning banyu udan lsp).,g
gemertup,"pating glêgêr, pating jlêgur.",g
gemerutuk,jumêgur.,g
gemetar,"ndhrodhog, gêmêtêr, orêg.",g
gemi,ar. iwak loh.,g
gemilang,sumorot padhang.,g
gemilap,gilap.,g
gempa,"1 orêg, gonjing; 2 (-bumi) lindhu.",g
gempal,wêwêg pidêksa tmr. pawakan.,g
gempar,"swara rame, orêg, gègèr.",g
gempita,"gumuruh, umyung.",g
gempur,"digempur: digêmpur, dirêmuk.",g
gemuk,"lêmu; tanah gemuk: lêmi, rabuk.",g
gemulai,obah pating pantiyung (pucuking pang lsp).,g
gemuruh,gumuruh.,g
gemuti,duk.,g
genang,"digenang(i): diilèkake tmr. banyu, diêlêbi.",g
genap,"ganêp, gênêp, pêpak; segenap: sakabèhe, kabèh.",g
gencat,kandhêg; kc. bêncat.,g
gencel,gêndhêlan ut. tukêlaning lawe lsp.,g
gencet,"digencet: diplindêr, digêthing.",g
gencir,"mlèsèd, mletre; kc. gelintir.",g
gendak,kc. kendak.,g
gendala,"alangan, pakewuh; digendalakan: dipakewuhi, diribêdi, diwurungake.",g
gendang,"kêndhang, bêdhug.",g
gendang-gendis,ar. têtuwuhan rambat.,g
gendeng,"miring, mènglèng.",g
genderang,"têtêg, dhodhog, bêdhug, tambur.",g
gendewa,gêndewa; kc. busur.,g
gendir,gêndèr.,g
gendit,kêndhit.,g
gendut,"mblêndhuk, njêmbluk.",g
geneng,"1 ugungan; 2 mulya, luhur.",g
genggam,"gêgêm, kêpêlan tangan; digenggam: 1 digêgêm, dikêpêl; 2 ent. dikuwasani; dalam genggaman: dikuwasani.",g
genggang,ar. lurik dham-dhaman.,g
genggayang,ar. wit (kayu).,g
genggong,"rindingan, plokplik.",g
"genih, genis",gadhing gajah wadon.,g
genit,"kênès, kèwèk, kêmayu.",g
geniteri,jênitri.,g
genjang,"genjot, mèncèng, mleyok, ora pêsagi bênêr.",g
genta,gêntha.,g
gentala,bngs. kreta jaman kuna.,g
gentar,"gêtêr, kêdhêr, gêmêtêr, orêg.",g
gentas,"purês, curês, êntèk tmr. wowohan kang lagi ungsum; digentas: dipurês, dicurês.",g
gentat,pênthong.,g
gentel,glintiran; digentel: diglintiri.,g
"genteng, genting",gêndhèng; pegentingan: papan gawe gêndhèng.,g
"genting, genting",mênggik; genting tanah: saèm. jasirah; kegentingan: prakara kang mutawatiri bangêt.,g
genyet,"mèncèng panyambunge tmr. sêmbagi, kayu lsp.",g
gepeng,gèpèng; kc. kepeng; keping.,g
gepuk,lêmu wêwêg tmr. bocah cilik.,g
gera,"menggera: mêmêdèni, nggêgiro.",g
"gerabak, gerabang",bêngkah dawa lan amba tmr. pagêr bata lsp.,g
geradi,pancak suji.,g
geragai,bngs. ganthol dianggo golèk baya.,g
geragas,menggeragas: natasake rambut bundhêt nganggo jungkat ut. driji.,g
geragau,"i kroncalan, klêpêkan. ii rêbon (urang cilik).",g
geraham,bam; geraham bungsu: bam wêkas.,g
gerai,i ambèn kayu (palinggihan pangantèn). ii menggerai: godhonge padha ana ing lêmah (tmr. bawang lsp); menggeraikan rambut: ngore rambut.,g
gerak,"1 obah; 2 (-kelakuan) pratingkah, solah bawa; 3 (-ati) grunêking ati; bergerak: 1 obah, mobah; 2 ent. tumandang gawe kumpulan lsp; digerakkan: diobahake, diobah-obahake, ent. diajokake, diangsahake; pergerakan: obah-obahan [obah-...]
--- 61 ---",g
gerak surut,wiwit angok tmr. sagara.,g
gerak-geri (-geruk),"solah tingkah, mobah mosik.",g
geram,"muring-muring, nêpsu; menggeram: muring, gêmrumung.",g
gerami,gramèh.,g
gerang,bubukan arèng bathok lsp. dianggo sisig.,g
gerangan,"apa baya, ayake.",g
gerangau,"menggerangau: kukur-kukur, ngosog-osog.",g
gerangga,ngangrang.,g
gerantang,"menggerantang: ngêgèt-êgèti, mêmêdèni.",g
gerapai,"menggerapai: grayah-grayah, nggrayangi.",g
gerapak,"menggerapak: nggrêtak, ngêgèt-êgèti.",g
gerat,"swara gêrèt, gêrit, gêrot; menggerat: nywara kêrod-kêrod.",g
gerayang,menggerayang: ngêsog-êsog ut. nyunggar rambut.,g
gerbak,sumêbar ambune.,g
gerbang,"i reyab-reyab, ngore rambut; digerbangkan: diore tmr. rambut; diuculi tmr. banda lsp. ii pintu gerbang: gapura, regol.",g
"gerdak, gerduk",swara dhag-dhug.,g
"gerdam, gerdum","swara grubyug, gabrug, brêg.",g
gerdum-gerdam,"pating grubyug (gabrus, brêg).",g
gereja,greja.,g
gerek,"digerek: diurêki, diuncêgi, dibolong; penggerek: uncêg, bur.",g
gerendeng,menggerendeng: èrèk arêp tarung ut. kêrêngan.,g
gerenek,ngêlik gêtêr tmr. swara.,g
gerenjau,criwis tmr. bocah wadon.,g
gerenjet,"kêdut, sêndut-sêndut tmr. urat lsp.",g
gerenjot,merat-merot.,g
gerentam,swara jumêglèg.,g
geresek,menggeresek: kumrisik.,g
gergaji,graji; digergaji: digraji.,g
gergasi,saèm. buta.,g
gergau,digergau: dicêngkêrêm.,g
gerham,bam.,g
gerhana,grahana; kena gerhana: nandhang susah.,g
geri,"rada obah; menggeri: mingsêd, ngangkat pundhak, ngobahake peranganing awak.",g
geriak,"untêk-untêkan, gêmrayah.",g
geriang-geresah,"kangên bangêt, kuwangkungên.",g
gericau,"ut. menggericau: 1 nywara wêg-wêgan tmr. bèbèk; 2 wak-wakan, criwis.",g
gerigi,"cringih-cringih, unton-unton.",g
gerigis,"gêrêt-gêrêt (kaya kikir lsp), cringih-cringih (kaya untu graji), padha gowang ut. gripis tmr. landhêping lading lsp; menggerigis: nggrathil tmr. kalam, pèn lsp.",g
gerim,ar. bakal.,g
gerimis,grimis.,g
gerinda,(batu-) grenda; digerenda: digrenda.,g
gerinding,rindingan.,g
gering,gêrah (lara); penggering: 1 wong lêlaranên; 2 tuju layaran ut. sarana kang dianggo manggawe ut. mêdèni.,g
gering hulu,gêrah puyêng.,g
"geringsing, gerising",nyungir marga mambu ut. ngrasakake ora enak.,g
gerinjam,"apa-apa kang dianggo ngurêki (ngrêsiki) bolongan up. curêk kuping lsp; digerinjam: dikurêki, dikoroki.",g
gerintil,pating grandhul (kranthil).,g
geris,"swara krês, grês.",g
"gerit, gerip",ar. têtuwuhan rambat.,g
gerit-gerit,ar. iwak loh.,g
gerlap,"(ut. menggerlap) gilap, mêlêng-mêlêng, mêncèrèt.",g
germang,"njêgrag (tmr. rambut, wulu).",g
germut,"ut. menggermut: untêk-untêkan, gêmrayah.",g
gerobak,grobag.,g
gerobok,plêndus-plêndus tmr. wedang umob lsp.,g
gerodak,"swara glodhagan, glothakan.",g
geronggang,"gronggongan, nggronggong, growong(an).",g
geronyot,"krêdut-krêdut, sêndut-sêndut.",g
geropes,"kc. gerumit, gerupis.",g
gerosok,swara krosak.,g
"gersak, gersik","swara krêsêk, krisik, krosak.",g
gertak,"swara gumêbrag; digertak: 1 digêbrag, [digê...]
--- 62 ---",g
"gertang, kertang",ar. iwak sagara.,g
gertap,"gumêbyar, gêbyar-gêbyar.",g
gertik,"swara krêpêk, kêtêk.",g
geruda,garudha.,g
"gerudi, gerodi","jara, bur; kc. gurdi.",g
gerugut,gêrêt-gêrêt tmr. sungu.,g
geruh,"i aral, beka rêncana. ii menggeruh: nywara sênggrok-sênggrok.",g
geruh-gerah,sakèhing aral (beka rêncana).,g
geruit,1 krugêt-krugêt (up. cacing); 2 (cacing geruit) krêmi; kc. keruit.,g
geruk,"swara grêg, srêg.",g
geruk-gerak,"pating jlêgrêg (glerot, krêsêk).",g
gerumit,"tansah tumandang ing gawe (up. sêmut, rayap lsp), tansah ênak-ênik nggêgarap.",g
gerun,"êring, rada krasa wêdi.",g
geruncang,"gondjing, orêg.",g
gerundang,cebong.,g
gerunggung,wit grunggung.,g
gerup,wliraning panênunan.,g
gerupis,"tansah tumandang ing gawe, ênak-ênik; kc. gerumit.",g
gerus,digerus: digêrus (diêlus lan digilapake nganggo kuwuk lsp).,g
gerut,"swara kêrud-kêrud, gêrot, gêrêt.",g
gerutu,"kasar ut. kasab tmr. kulit; menggerutu: 1 mbradhil, kasab; 2 srogal-srogol, ngoso-oso, bêgita-bêgitu.",g
gerutup,"pating jrêthot (drêl, bêdhil lsp).",g
gesa,"(ter-) gesa-gesa: gita-gita, kêsusu; digesa (-gesa): dienggalake, digêlak.",g
gesek,"digesek: 1 digèsrèk; 2 digosok, dikosok ut. disênggrêng tmr. rêbab lsp.",g
"gesel, geser","digesel, digeser: 1 digosok-(ake); 2 dikosodake, digèsrèkake, disaruk.",g
gesit,"kêsit, giras.",g
gesper,timang.,g
geta,1 (-kerajaan) kanthil palênggahan (dhampar); 2 (-peraduan) kanthil pasareyan; 3 (-pemajangan) kanthil paturon pangantèn.,g
getah,"tlutuh, pulut; getah perca (karet): tlutuh karèt; bergetah: 1 ana (mêtu) pulute ut. tlutuhe; 2 plikêt (rasaning awak); menggetah: 1 mulut manuk; 2 golèk pulut (tlutuh).",g
getak,puyuh (ar. wit).,g
getang,"dluwang (kêndhangan) tutup gêndul, bumbung lsp; digetang: ditutupi dluwang (kêndhangan) tmr. gêndul.",g
getar,"gêtêr, kêdhêr, ndhrêdhêg.",g
getas,gêtas.,g
geti-geti,gêti.,g
getil,digetil: dijêpit (dicêkêli) nganggo driji.,g
getir,gêtir; kc. pedar.,g
getis,gêtas.,g
getol,"srêgêp, tlatèn.",g
getu,"digetu: dipênêt (dipidih, dinyunyuk) nganggo lêlandhêp, kuku lsp.",g
gewang,kima mutyara.,g
gi,lênga gajih sapi (kanggo nyampuri pangan tmr. wong keling).,g
gial,"ndablêg, rêmbèn.",g
giam,ar. wit.,g
gian,êntèk diênggo (tmr. dhuwit lsp).,g
giat,mêmpêng; kegiatan: kamêmpêngan.,g
gibas,kambing gibas: wêdhus gèmbèl; kc. kibas.,g
gigi,"1 untu; 2 unton-unton; 3 têpi ut. pinggir tmr. alas, sêgara lsp.",g
gigi-air,"cakrawala ing sêgara; menggigiair: katon ana ing cakrawala ing sêgara tmr. prau, pulo lsp.",g
gigi-asu,siyung.,g
gigi-seri,untu pangiris.,g
gigil,menggigil: ndhrodhog.,g
gigit,digigit: dicokot.,g
gila,"edan; gila bahasa: rada edan; gila berahi (berangta): kasmaran, kedanan.",g
gila babi,bngs. lara ayan.,g
gilang-gemilang,"gumêbyar, sumorot, pating glêbyar.",g
gilap,"gilap; digilap: digêbêg, digilapake.",g
gilas,"digilas: digilês, ditlindhês.",g
gilau,bergilau-gilau: sumorot; kc. kilau.,g
gili-gili,galêngan; tanggul.,g
giling,"batu giling: pipisan; digiling: 1 digiling, dilêmbutake sarana diulêg lsp; 2 digulung tmr. layar lsp; (peng-) gilingan: panggilingan bêras lsp.",g
gilir,"gilir, ganti.",g
ginang-ginang,rêngginang.,g
gincu,"gincu, bèngès.",g
ginjal,"ginjêl.
--- 63 ---",g
ginsi,"krabat, sanak sadulur.",g
girang (-hati),"bungah bangêt, sênêng bangêt.",g
girap,bantêr ênggone mêlahi.,g
giras,(kain-) bngs. lawon kasar.,g
girik-girik,dhuplak kinang; kc. gobek.,g
giring,digiring: digiring.,g
giring-angin,bngs. sriti.,g
giring-giring,klinthing.,g
giring-landak,orok-orok.,g
gisar,"digisar: digosokake, ditatabake; kc. kisar.",g
giuk,"1 sabuk, udhêt; 2 tampar kanggo ngêndhokake (nggulung, mbèbèr) layar.",g
giur,menggiurkan hati: nrênyuhake ut. mênarik ati.,g
gobak,èmplèng-èmplèngan pathi sagu.,g
gobang,1 ar. prau cilik; 2 tataraning wit krambil lsp; kc. gubang.,g
gobar,"pêtêng tmr. mêndhung; 2 ent. sêdhih, pêtêng atine.",g
gobek,dhuplak ut. cocoh kanggo nocoh kinang.,g
gocoh,"bergocoh: jotosan; digocoh: dijotos, disongkol.",g
goda,godha; digoda: digodha.,g
godak,"nasi godak: bngs. sêga mêgana; digodak: dicarub, diulêd dadi siji.",g
godam,"gêmbêl, palu gêdhe, gada.",g
gogoh,ndhrodhog wèl-wèlan.,g
gogok,kalung; menggogok: nglangga (ngombe nggogok).,g
